"lid","name","lat","lon","wfo","rfc","wrr","state","minor","moderate","major","date_produced","obj_or_subj","interval"
"BFDF1","Suwannee River at Branford - US 27 (in NAVD88)","29.955212","82.928992","TAE","SERFC","South Atlantic-Gulf Region","FL","0.2469","< 0.05","< 0.05","12/14/2022","obj","DJF"
"BFFO2","Cimarron River near Buffalo","36.851975","99.315387","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BFKW4","Buffalo Fork near Moran","43.838100","110.440700","RIW","NWRFC","Pacific Northwest Region","WY","< 0.05","< 0.05","-999.0","01/27/2023","obj","JFM"
"BFYG1","Savannah River at Burton&#039;s Ferry","32.936444","81.502528","CHS","SERFC","South Atlantic-Gulf Region","GA","0.494","< 0.05","< 0.05","12/14/2022","obj","DJF"
"BFYM8","Clarks Fork of the Yellowstone near Belfry","45.009911","109.065367","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BGBM6","Tombigbee River at Bigbee","34.011389","88.513611","MEG","SERFC","South Atlantic-Gulf Region","MS","0.9137","0.1498","< 0.05","12/14/2022","obj","DJF"
"BGDA2","Tanana River at Big Delta","64.156944","145.864444","PAFG","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"BGEG1","Flint River (GA) at Bainbridge (US 27)","30.911389","84.580000","TAE","SERFC","South Atlantic-Gulf Region","GA","0.504","0.1945","< 0.05","12/14/2022","obj","DJF"
"BGPN1","North Platte River near Bridgeport","41.676580","103.097000","CYS","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BGSO2","Deep Fork River near Beggs","35.673889","96.068333","TSA","ABRFC","Arkansas-White-Red Region","OK","0.0522","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BGWN7","N.E. Cape Fear River near Burgaw","34.598333","77.875278","ILM","SERFC","South Atlantic-Gulf Region","NC","0.1991","< 0.05","< 0.05","12/14/2022","obj","DJF"
"BHBW4","Big Horn River at Basin","44.383290","108.036220","RIW","MBRFC","Missouri Region","WY","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BHTA4","Little Missouri River (AR) near Boughton","33.875556","93.304444","LZK","LMRFC","Lower Mississippi Region","AR","0.36","< 0.05","< 0.05","01/24/2023","obj","JFM"
"BIGM7","Big Piney at Ft. Wood - East Gate","37.760250","92.057970","SGF","MBRFC","Missouri Region","MO","0.67","0.22","0.06","1/24/2023","obj","JFM"
"BILM8","Yellowstone River at Billings","45.800119","108.468031","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BIRN7","Oconaluftee River at Birdtown","35.461389","83.353611","GSP","LMRFC","Tennessee Region","NC","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"BITM8","Bitterroot River near Missoula","46.831739","114.054861","MSO","NWRFC","Pacific Northwest Region","MT","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BKBN6","Schoharie Creek at Breakabeen","42.536944","74.410833","ALY","NERFC","Mid Atlantic Region","NY","0.09","< 0.05","< 0.05","01/23/2023","obj","JFM"
"BKBT2","Red River near Burkburnett","34.110093","98.531723","OUN","ABRFC","Arkansas-White-Red Region","TX","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BKDL1","Bundick Creek at Bundick Lake","30.726667","93.095000","LCH","LMRFC","Lower Mississippi Region","LA","0.88","0.20","0.11","01/24/2023","obj","JFM"
"BKNM6","Black Creek near Brooklyn","31.051900","89.204200","JAN","LMRFC","South Atlantic-Gulf Region","MS","0.25","0.05","< 0.05","01/24/2023","obj","JFM"
"BKRA4","Black River at Black Rock","36.102500","91.097778","LZK","LMRFC","Arkansas-White-Red Region","AR","> 0.95","0.15","< 0.05","01/24/2023","obj","JFM"
"BKWN4","Millstone River at Blackwells Mills","40.475000","74.575833","PHI","MARFC","Mid Atlantic Region","NJ","0.54","0.42","< 0.05","01/05/2023","obj","JFM"
"BLAN1","Missouri River near Blair","41.550807","96.096865","OAX","MBRFC","Missouri Region","NE","0.07","0.05","<0.05","1/24/2023","obj","JFM"
"BLAN7","French Broad River at Blantyre","35.299167","82.623889","GSP","LMRFC","Tennessee Region","NC","0.68","0.07","< 0.05","01/24/2023","obj","JFM"
"BLDA1","Black Warrior River at Bankhead Lock and Dam","33.456944","87.355000","BMX","SERFC","South Atlantic-Gulf Region","AL","0.0667","< 0.05","< 0.05","12/14/2022","obj","DJF"
"BLEW3","Black Earth Creek at Black Earth","43.134167","89.732222","MKX","NCRFC","Upper Mississippi Region","WI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BLFI4","Upper Iowa River at Bluffton","43.406900","91.898900","ARX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BLIM4","River Raisin at Blissfield","41.833333","83.866667","DTX","NCRFC","Great Lakes Region","MI","0.15","0.05","< 0.05","01/27/2023","obj","JFM"
"BLKO2","Chikaskia River near Blackwell","36.811421","97.277265","OUN","ABRFC","Arkansas-White-Red Region","OK","0.0607","0.0524","< 0.05","01/26/2023","obj","JFM"
"BLOF1","Apalachicola River near Blountstown","30.425000","85.031389","TAE","SERFC","South Atlantic-Gulf Region","FL","0.7408","< 0.05","< 0.05","12/14/2022","obj","DJF"
"BLPK1","Ninnescah River near Belle Plaine","37.391600","97.339100","ICT","ABRFC","Arkansas-White-Red Region","KS","0.0629","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BLRK1","Big Blue River at Blue Rapids","39.687222","96.639722","TOP","MBRFC","Missouri Region","KS","0.31","<0.05","<0.05","1/24/2023","obj","JFM"
"BLRL1","Atchafalaya River above Butte La Rose","30.281389","91.686667","LCH","LMRFC","Lower Mississippi Region","LA","0.367","0.183","0.033","02/19/2014","subj","FMA"
"BLRM7","Big Creek near Blairstown","38.554978","93.965353","EAX","MBRFC","Missouri Region","MO","0.94","0.53","<0.05","1/24/2023","obj","JFM"
"BLTK1","Solomon River at Beloit","39.454984","98.109199","GID","MBRFC","Missouri Region","KS","0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BLTN7","Swannanoa River at Biltmore","35.568333","82.544722","GSP","LMRFC","Tennessee Region","NC","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"BLUO2","Blue River (OK) near Blue","33.997041","96.241099","OUN","ABRFC","Arkansas-White-Red Region","OK","0.0919","0.0568","< 0.05","01/26/2023","obj","JFM"
"BLVI4","Mississippi River at Bellevue","42.272780","90.421110","DVN","NCRFC","Upper Mississippi Region","IA","0.10","0.06","< 0.05","01/27/2023","obj","JFM"
"BLVM7","Blackwater River near Blue Lick","38.992222","93.196667","EAX","MBRFC","Missouri Region","MO","0.75","0.48","<0.05","1/24/2023","obj","JFM"
"BLXF1","Ochlockonee River near Bloxham (SR 20)","30.383056","84.655000","TAE","SERFC","South Atlantic-Gulf Region","FL","0.1861","0.071","< 0.05","12/14/2022","obj","DJF"
"BMBP1","Susquehanna River at Bloomsburg","40.993880","76.440278","CTP","MARFC","Mid Atlantic Region","PA","0.34","0.09","< 0.05","01/05/2023","obj","JFM"
"BNAA1","Big Nance Creek (AL) at Courtland","34.670000","87.317222","HUN","LMRFC","Tennessee Region","AL","0.68","0.60","0.12","01/24/2023","obj","JFM"
"BNNV2","James River (VA) at Buchanan","37.530556","79.679167","RNK","MARFC","Mid Atlantic Region","VA","0.29","0.10","< 0.05","01/05/2023","obj","JFM"
"BNTV1","Walloomsac River near North Bennington","42.912778","73.256944","ALY","NERFC","Mid Atlantic Region","VT","0.14","0.06","< 0.05","01/23/2023","obj","JFM"
"BNYM8","Tongue River at Birney Day School near Birney","45.411667","106.457222","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BOGT1","Obion River near Bogota","36.135000","89.431667","MEG","LMRFC","Lower Mississippi Region","TN","0.06","< 0.05","< 0.05","01/24/2023","obj","JFM"
"BOIW3","Turtle Creek at Beloit","42.497970","89.021100","MKX","NCRFC","Upper Mississippi Region","WI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BOLI2","East Branch Du Page River at Bolingbrook","41.718056","88.070556","LOT","NCRFC","Upper Mississippi Region","IL","0.06","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BONM7","Petite Saline Creek near Boonville","38.917222","92.704167","EAX","MBRFC","Missouri Region","MO","0.53","0.27","<0.05","1/24/2023","obj","JFM"
"BONM8","Blackfoot River near Bonner","46.899722","113.755556","MSO","NWRFC","Pacific Northwest Region","MT","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BONN4","Rockaway River at Boonton below reservoir","40.896944","74.394722","PHI","MARFC","Mid Atlantic Region","NJ","0.44","< 0.05","< 0.05","01/05/2023","obj","JFM"
"BOON6","Black River at Boonville","43.511667","75.306667","BUF","NERFC","Great Lakes Region","NY","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"BORW4","Smiths Fork near Border","42.293100","110.872720","RIW","CBRFC","Great Basin Region","WY","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"BOSW4","Laramie River near Bosler","41.554696","105.683326","CYS","MBRFC","Missouri Region","WY","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BOTN4","Rockaway River at Boonton above reservoir","40.907500","74.419167","PHI","MARFC","Mid Atlantic Region","NJ","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"BOVM6","Big Black River near Bovina","32.347770","90.696940","JAN","LMRFC","Lower Mississippi Region","MS","0.95","0.07","< 0.05","01/24/2023","obj","JFM"
"BOZM7","Missouri River at Boonville","38.980278","92.745278","EAX","MBRFC","Missouri Region","MO","0.46","<0.05","<0.05","1/24/2023","obj","JFM"
"BPNW4","New Fork River near Big Piney","42.567170","109.930150","RIW","CBRFC","Upper Colorado Region","WY","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"BPRM1","Penobscot River at Bangor","44.796389","68.767778","CAR","NERFC","New England Region","ME","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"BRAN6","St. Regis River at Brasher Center","44.863611","74.778611","BTV","NERFC","Great Lakes Region","NY","< 0.05","< 0.05","-999.0","01/23/2023","obj","JFM"
"BRCM6","Skuna River at Bruce","33.973611","89.347778","MEG","LMRFC","Lower Mississippi Region","MS","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"BREN8","Cannonball River at Breien","46.376111","100.934444","BIS","MBRFC","Missouri Region","ND","0.14","<0.05","<0.05","1/24/2023","obj","JFM"
"BREP1","Schuylkill River at Berne","40.522500","75.998611","PHI","MARFC","Mid Atlantic Region","PA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"BRFI1","South Fork Boise River at Pine (near Featherville)","43.495833","115.307500","BOI","NWRFC","Pacific Northwest Region","ID","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"BRFW3","Black River (WI) at Black River Falls","44.293600","90.846400","ARX","NCRFC","Upper Mississippi Region","WI","0.38","0.21","< 0.05","01/27/2023","obj","JFM"
"BRGC1","Van Duzen River near Bridgeville","40.480556","123.889722","EKA","CNRFC","California Region","CA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BRGW3","Fox River at Burlington","42.679722","88.271200","MKX","NCRFC","Upper Mississippi Region","WI","0.17","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BRIO2","Canadian River near Bridgeport","35.543662","98.317839","OUN","ABRFC","Arkansas-White-Red Region","OK","0.0525","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BRKM2","Potomac River near Washington DC (Little Falls)","38.949722","77.127778","LWX","MARFC","Mid Atlantic Region","MD","0.41","0.14","< 0.05","01/05/2023","obj","JFM"
"BRKS2","Big Sioux River near Brookings","44.180278","96.749167","FSD","MBRFC","Missouri Region","SD","0.2","0.12","<0.05","1/24/2023","obj","JFM"
"BRLI4","Mississippi River at Burlington","40.798056","91.091667","DVN","NCRFC","Upper Mississippi Region","IA","0.20","0.08","0.06","01/27/2023","obj","JFM"
"BRLK1","Neosho River at Burlington","38.194444","95.735000","TOP","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BRLM7","Nodaway River near Burlington Junction","40.444881","95.088897","EAX","MBRFC","Missouri Region","MO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BRMA2","Middle Fork Bradley River near Homer","59.778333","150.754167","PAFC","APRFC","Alaska Region","AK","-999","-999","-999","09/04/2014","obj","SON"
"BRNK1","Salt Creek (KS) at Barnard","39.190270","98.039720","ICT","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BRNM7","Grand River near Brunswick","39.430278","93.159722","EAX","MBRFC","Missouri Region","MO","0.47","0.06","<0.05","1/24/2023","obj","JFM"
"BRON1","Missouri River at Brownville","40.398890","95.653300","OAX","MBRFC","Missouri Region","NE","0.22","0.06","<0.05","1/24/2023","obj","JFM"
"BROV2","Roanoke River at Brookneal","37.039444","78.945722","RNK","SERFC","South Atlantic-Gulf Region","VA","0.1747","0.1617","0.1304","12/14/2022","obj","DJF"
"BROW3","Sugar River at Brodhead","42.612222","89.398056","MKX","NCRFC","Upper Mississippi Region","WI","0.29","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BRPF1","Perdido River near Barrineau Park","30.690278","87.440278","MOB","SERFC","South Atlantic-Gulf Region","FL","0.5342","< 0.05","< 0.05","12/14/2022","obj","DJF"
"BRSN3","Smith River  (NH) at Bristol","43.566463","71.747900","GYX","NERFC","New England Region","NH","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"BRTA2","Bradley River near Homer","59.801667","150.882778","PAFC","APRFC","Alaska Region","AK","-999","-999","-999","09/04/2014","obj","SON"
"BRTN6","Schoharie Creek at Burtonsville","42.800000","74.263333","ALY","NERFC","Mid Atlantic Region","NY","0.12","< 0.05","< 0.05","01/23/2023","obj","JFM"
"BRUA2","Upper Bradley River near Homer","59.700556","150.702500","PAFC","APRFC","Alaska Region","AK","-999","-999","-999","09/04/2014","obj","SON"
"BRUF1","Choctawhatchee River near Bruce-Ebro (SR 20)","30.450833","85.898333","TAE","SERFC","South Atlantic-Gulf Region","FL","0.6356","0.1768","< 0.05","12/14/2022","obj","DJF"
"BRYA4","Kings River near Berryville","36.427222","93.620833","TSA","LMRFC","Arkansas-White-Red Region","AR","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"BSBA1","Flint River (AL) at Brownsboro","34.749167","86.446667","HUN","LMRFC","Tennessee Region","AL","0.71","0.53","< 0.05","01/24/2023","obj","JFM"
"BSHL1","Bogue Chitto River near Bush","30.629167","89.897222","LIX","LMRFC","South Atlantic-Gulf Region","LA","0.90","0.14","0.06","01/24/2023","obj","JFM"
"BSLL1","Bayou Nezpique at Basile","30.480556","92.631667","LCH","LMRFC","Lower Mississippi Region","LA","0.79","0.44","0.05","01/24/2023","obj","JFM"
"BSLM5","Minnesota River at Big Stone Lake","45.309167","96.468056","ABR","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BSMM8","Big Sandy Creek (MT) near Havre","48.526745","109.841597","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BSPN7","Broad River in NC/SC near Boiling Springs","35.210833","81.697778","GSP","SERFC","South Atlantic-Gulf Region","NC","0.0585","< 0.05","< 0.05","12/14/2022","obj","DJF"
"BSRL1","Atchafalaya River at Bayou Sorrel Lock","30.130000","91.322500","LIX","LMRFC","Lower Mississippi Region","LA","0.367","0.183","0.033","02/19/2014","subj","FMA"
"BSSI4","Cedar Creek (South Central IA) near Bussey","41.219002","92.908533","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BTAM6","Big Black River near Bentonia","32.603055","90.363880","JAN","LMRFC","Lower Mississippi Region","MS","> 0.95","0.90","< 0.05","01/24/2023","obj","JFM"
"BTCM4","Kalamazoo River at Battle Creek","42.323930","85.197493","GRR","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BTMM8","Boulder River at Big Timber","45.833794","109.938706","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BTNA4","Saline River at Benton","34.567778","92.610278","LZK","LMRFC","Lower Mississippi Region","AR","0.59","0.08","< 0.05","01/24/2023","obj","JFM"
"BTRL1","Mississippi River at Baton Rouge","30.429167","91.206944","LIX","LMRFC","Lower Mississippi Region","LA","0.367","0.183","0.033","02/19/2014","subj","FMA"
"BTTA2","Koyukuk River at Bettles","66.926111","151.508611","PAFG3","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"BTTK1","Pawnee River near Burdett","38.207040","99.643550","DDC","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BTTN6","Battenkill below Mill at Battenville","43.108611","73.422222","ALY","NERFC","Mid Atlantic Region","NY","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"BTVN6","Tonawanda Creek at Batavia","42.997500","78.188611","BUF","NERFC","Great Lakes Region","NY","0.07","< 0.05","< 0.05","01/23/2023","obj","JFM"
"BTYO3","Sprague River near Beatty","42.447778","121.238611","MFR","CNRFC","California Region","OR","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BUCM4","Buck Creek at Wilson Avenue at Grandville","42.902526","85.762811","GRR","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BUEC2","Blue River (CO) at Blue River","39.455800","106.031100","BOU","CBRFC","Upper Colorado Region","CO","-999.0","<0.05","<0.05","01/27/2023","obj","JFM"
"BURM4","St. Joseph River (MI/IN) at Burlington","42.103101","85.079976","GRR","NCRFC","Great Lakes Region","MI","0.12","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BUSO3","Silvies River near Burns","43.715833","119.176667","BOI","NWRFC","Pacific Northwest Region","OR","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"BVCL1","Bayou Vermilion near Carencro","30.368056","91.987500","LCH","LMRFC","Lower Mississippi Region","LA","0.49","0.20","< 0.05","01/24/2023","obj","JFM"
"BVCM7","Blue River at Colorado Avenue","39.036667","94.522500","EAX","MBRFC","Missouri Region","MO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BVDI2","Kishwaukee River at Belvidere","42.256111","88.863056","LOT","NCRFC","Upper Mississippi Region","IL","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BVDN4","Delaware River at Belvidere","40.826389","75.082500","PHI","MARFC","Mid Atlantic Region","NJ","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"BVLO2","Caney River at Bartlesville","36.755556","95.971944","TSA","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BVRN8","Beaver Creek (South Central ND) at Linton","46.268611","100.252222","BIS","MBRFC","Missouri Region","ND","0.08","0.05","<0.05","1/24/2023","obj","JFM"
"BVRO2","Beaver River at Beaver","36.822222","100.518889","AMA","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"BVRT1","Hatchie River near Bolivar","35.275278","88.976667","MEG","LMRFC","Lower Mississippi Region","TN","0.15","< 0.05","< 0.05","01/24/2023","obj","JFM"
"BVSN1","Sappa Creek near Beaver City","40.045833","99.890000","GID","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"BVSV2","Maury River near Buena Vista","37.762500","79.391667","RNK","MARFC","Mid Atlantic Region","VA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"BVTM4","Tobacco River at Beaverton","43.879444","84.473889","APX","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"BVUK1","Kansas River near Belvue","39.193056","96.147222","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
